Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
The Pennsylvania Gazette (Philadelphia),799,4/5/1744,"Run away the 2nd Instant from Joseph Taylor, of Freehold Township, Monmouth County, East New Jersey, a lusty Negro Man, named Robin, about 20 Years of Age, with a small Wart upon his neck, large Hands and Feet, Had on when he went away, a Brown coloured Fly Coat and Jacket with Pewter Buttons, felt Hat, white homespun Shirt, old homespun Breeches, a Pair of white and black worsted Stockings, a Pair of good Country Shoes. He took with him a brown Mare. Whoever takes up and secures the Negro so that his M aster may have him again, or brings him to his Master, shall have Twenty Shillings, or if Negro and Mare, Thirty Shillings Reward, and reasonable Charges, paid by Joseph Taylor.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Weekly Journal,559,7/30/1744,"Ran away on W ednesday the 11th o f July fom Gabriel Leggett, West Chester County, a Mollato servant Man of the darkest hue, half Indian, half Negro, named James, a lusty stout fellow, 28, somewhat of a hitch in his walking, which may be seen by taking notice, had on a brown jacket and breeches, a tow-cloth shirt, but poor shoes, and an old shirt. Whoever takes up and secures said negroe so that his master may have him again shall receive forty shillings and reasonable expenses.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Weekly Journal,599,5/6/1745,"Run away from Robert Sharer of Dutchess County a Negro Man named Harry, 40, slender body, a wollen hat, two broad-cloth’d jackets, one darkish, the other a bright colour, gun metal buttons, leather breeches, a pair of trowsers and grey colour’d stockings Whoever shall secure said Negro Man in any Gaol, so that his Master may get him again, shall receive Forty Shillings Reward, and all reasonable Charges. N.B. He is supposed to be lurking about the city.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Weekly Journal,602,5/27/1745,"Run away the 20th of April from Joseph Hawkhurst on Long Island, a Negro Man named Tom, 26, of middle stature wearing an old beaver hat, a red duffil jacket, an Ozenbrig shirt and blew breeches and is much given to drink. Whoever will secure the said Negro Man so that his Master may have him again, shall receive Twenty Shillings and all reasonable Charges.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
New-York Weekly Post-Boy,146,11/4/1745,"Run away the 26th of October last from Thomas Billow, a Negro Man named Mingo, aged 20 years, this country bom, speaks very good English, of middle stature or rather spare, not very black, is a very active strong fellow; has a scar on the inside of his left thigh, which is not quite healed: Had on when he went away, a Beaver hat about half worn, a very god drugget coat full long for him, Ozenbrig waistcoat and Trowsers, a pair of thin wash-leather breeches, light grey worsted stockings and good coarse shoes. Whoever takes up and secures said Negro and gives notice thereof, so that he may be had again, shall have 405. and all reasonable charges, paid by Thomas Billop. N.B. It is thought he will make for some seaport, in order to enter on board a privateer, ’Tis at their peril who entertains him.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Weekly Journal,649,5/19/1746,"Run away from John Willet, junr. of Flushing, the 24th of April, a Negro fellow of about 21 years of age, his name is Primus but alters his Name frequently, he is about 6 feet high, and w ell-proportioned, he is of a M alagasco complexion and it is observed that he will lye to that he is not to be believed or depended upon in that respect. Whoever takes up the said Negro and brings him to his Master or secures him so that his Master may have him again, shall be very well rewarded and all reasonable charges paid by me.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Pennsylvania Gazette (Philadelphia),916,7/3/1746,"Philadelphia July 3, 1746. Runaway on the 19th of June last, from Hugh Martin, of Lebanon, in the County of Hunterdon, a Negroe Man named Jack, about 22 years of age, short, well-made and pitted with the Small-pox. Had on when he went away, a blue Linsey Woollsey Jacket, Tow Shirt and Drawers and an old Felt Hat. Whoever takes up and secures said Negro so that his Master may have him again shall have Twenty Shillings and all Reasonable charges paid by Hugh Martin.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
New-York Weekly Post-Boy,187,8/18/1746,"Run away on Sunday the 10th instant from Captain George Hall, of this city, a tall likely young Negroe man named Quaw; he is a cunning and artful fellow, Jamaica born, stutters very much and has one of his ears cropt; he stole away a £5, 12s. and £3 Johannes Pieces and was seen going towards Kingsbridge. Whoever takes up said Negro and brings him to his master, shall have fifty shillings reward and all reasonable charges paid by George Hall.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
New-York Weekly Post-Boy,190,9/8/1746,"Run away about 3 weeks ago, from Samuel Clowse, jun. at Jamaica on Long-Island, a Negro man named Frank, about 5 feet and a half high, of a yellow complexion, down Look, pretty much pock broken, pretends to play on the fiddle; had on when he went away an old blue Broadcloth Coat, the other Cloaths unknown and was bred at Mr. Rappelie’s at New York Ferry; Whoever takes up and secures said Slave, so that he may be had again, shall have forty shillings reward, paid by Samuel Clowes, jun.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette, Revived in The Weekly Post-Boy",227,4/20/1747,"Run away from Theunis De Klerk of Tappan in Orange County, a Negro Man named Sippee, about 30 years of age, of a middle size, is well-set, speaks good and proper English, and has a hoarse voice: Had on when he went away, a brown short watch-coat, a light colour’d red Jacket, a white Jacket bound round the edges with some other colour, and a Felt hat cock’d up and flattened on the Crown. Whoever takes up said Negro and brings him to his Master, or unto W illiam Vredenburgh of New York shall have 40v reward and all reasonable charges paid by Theunis De Klerk.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Weekly Journal,701,5/25/1747,"New York, May 23, 1747 Made his escape from on board the Privateer Brig, Pollux, on the 20th inst, a Mulatto man named Storde, a Bermudian Born, aged about 23 years, pretty tall and pock broken, but not very much, but pretty large pits in his face, pretty fair, with his Head commonly shaved in order to make himself pass for a white man, by trade a carpenter; the cloathes he used to wear before he left the vessel, was a check’d shirt, a striped Flannel Jacket, a pair of Oznabrig trousers, a red and white worsted cap, and some other cloathes, but can’t say what they were and believe, that he carried with him both shoes and stockings, with a large pair of silver shoe buckles and a silver stock buckle and also a pair of Gold Sleeve buttons, when in Bermuda, which without doubt he had with him, and which, ’tis thought he will offer to sell. It is very likely that he may be well dress’d as he had good cloath when he left Bermuda. The above mentioned Buckles and Buttons given him by his Master Mr. Thomas Hunt of Bermuda. Whoever takes up the said Mullatto slave and delivers him to Mr. Daniel Stiles at Captain John W aldron’s at New York or to Mr. Philip Wilkinson, merchant at New-Port, Rhode Island, shall have ten pounds, as a reward and all reasonable charges paid by either. Daniel Stiles or Philip Wilkinson.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette, Revived in The Weekly Post-Boy",230,6/15/1747,"RUN away from Andrew Reed of Trenton, the 30th of May last, a likely Negro Man named Isaac, about 30 Years of Age, of a middle Stature, and well set; he can play upon a Fiddle: Took with him when he went away, a light colour’d Broad Cloath Jacket, and a Drugget One about the same Colour, a Pair of Leather Breeches, two Ozenbrigg Shirts, and one fine Linnen One with Ruffels at the Breast; a Pair of dark colour’d Yarn Stockings, and a Pair of Shoes half worn: It is supposed he has got more Cloaths with him. Whoever takes up and secures the above Negro Man, so that his Master may have him again, shall have Forty Shillings Reward, paid by Andrew Reed.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette, Revived in The Weekly Post-Boy",231,6/22/1747,"Run away from Samuel Tingley, a Negro Man named Andrew; had on when he went away, a blue Cloth Waistcoat, and green Breeches. Whoever takes up the said Negro, and brings him home, shall have Thirty Shillings Reward, and reasonable charges, paid by Samuel Tingley.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette, Revived in The Weekly Post-Boy",232,6/30/1747,"RUN away on Saturday the 20th of june past, from Thomas Tindall, of Trenton, in New-Jersey, a Negro Man named Sam; a pretty tall likely Fellow, has lately had the SmallPox, and is pitted with it pretty much, aged about 28 Years: Had on when he went away, a light colour’d Cloth Jacket, Ozenbrigs Trousers, a Pair of Worsted Stockings, half worn Shoes, or Pumps, and an indifferent good Beaver hat; but it’s tho’t has got other Apparel with him, and changed. Whoever takes up and secures said Negro, so that his Master may have him again, shall have Fifty Shillings Reward, and all reasonable Charges paid by THOMAS Tindall.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
