Newspaper Name,Issue No,Date ,Content
"The New-York Gazette, Revived in The Weekly Post-Boy",258,12/28/1747,"RUN away from John Coryell of Amwell, in New-Jersey, the 22d Day of November last, at Albany, a Negro Man named James Rouse: Had on Soldier’s cloathing, but pretty bare, is lame in one of his Knees, and a Scar on his UpperLip: W hoever takes up the said Negro (if above the Highlands, shall have Forty Shillings) and if this Side the Highlands, Thirty Shillings Reward, and all reasonable Charges, paid by John Coryell."
"The New-York Gazette, Revived in The Weekly Post-Boy",278,5/16/1748,"Run away the 8th of this instant, from Colonel Francis Brett of the Fish Kills, in Ulster County, a Mollatto slave named Peter, 20, 6 feet high, pretty fair for a Mullato but Negro hair, a scar over both his eyes had on a yellowish Fly Coat of a Broad Cloth, Leather Breeches, grey homespun Stockings, a Beaver Hat, a grey homespun Jacket, a Linnen Shirt, and a Tow Cloth Shirt. Whoever takes up said Negro, and gives Notice to his said Master, or to the Printer hereof, so that he may be had again, shall have Forty Shillings Reward, and all reasonable Charges, paid by Francis Brett."
"The New-York Gazette, Revived in The Weekly Post-Boy",281,6/6/1748,"Run-Away on Friday morning from Resolved Waldron of this City, baker, a Negro Man named Wan, by trade a baker, a yellow fellow about 25, much pock m ark’d, and goes a little limp. Had on when he went away, a white Cloth Pea Jacket lined with blue, an Ozenbrig shirt, Sailor’s trowsers, a pretty old Hat and shoes. Whoever takes up and secures the said Negro Man, so that his master may have him again, shall have Forty Shillings Reward, and all reasonable charges, paid by Resolved Waldron."
"The New-York Gazette, Revived in The Weekly Post-Boy",284,6/27/1748,"Run away from the Executors of Captain Beezley, a Spanish Negro Man, named Domingo, about 40, pitted with small pox, but a scar under his left eye brow, speaks bad English; had on when he went away a Brown cloth Jacket, a check shirt, an old hat flapt, a striped blue and white cotton trowsers, is supposed to harbour in or about the swamp, having frequently been seen near Mary Carrey, a white woman, that frequently used to harbour him at her lodgings near the Stockade. Whoever takes up said negro, and secures him, so that he may be had again, shall receive Twenty Shillings Reward by James Mills."
"The New-York Gazette, Revived in The Weekly Post-Boy",286,7/11/1748,"Run away from Samuel Wickham of Goshen County of Orange, the 5th of June last, a Negro man named Jack, about 22 years of age, 5 feet high, very black, this country born, and speaks good English: Had on when he went away, an old felt hat, two new tow shirts and a fine one, one pair of old trowsers, a pair of thread stockings, one old grey kersey coat, a new homespun Duroy coat, a [linnen] jacket and a Holland Cap. Whoever takes up or secures said fellow, so that his Master may have [him] again, shall have Forty Shillings Reward, and all Reasonable Charges, paid by me, Samuel Wickham. N.B. It is thought he took with him a bay mare."
"The New-York Gazette, Revived in The Weekly Post-Boy",286,7/11/1748,"Run away from his master Eleazer Tyng at Dunstable the 26th of May inst, a Negro Man servant called Robbin, almost the complexion of an Indian, short thick square shouldered fellow, a very short neck and thick legs, about 28, talks good English, can read and write and plays on the fiddle, he was born at Dunstable and it is thought he had been entered into the service at Philadelphia. Had on when he went away a striped cotton, Linnen blue and white Jacket, red Breeches, with Brass Buttons, blue Yarn stockings, a fine Shirt, a red Cap, a Beaver Hat with a mourning red in it, and sometimes wears a wig. Whoever will apprehend said Negro and secure him, so that his Master may have him again, or bring him to the Ware-House or Messrs. Alford and Tyng in Boston, shall have a Reward of Ten Pounds old Tenor, and all reasonable charges. N.B. And All Masters of Vessels or others, are hereby caution’d against harbouring, concealing, or carrying off said Servant, on Penalty of the Law."
"The New-York Gazette, Revived in The Weekly Post-Boy",287,7/18/1748,"Run away from Peter Kemble, New Brunswick, N.J., a Mullatto slave named Tom, 22, long visaged, a thick set broad-shouldered, walks as if one leg is shorter that the other, had on when he went away, an ash coloured Kersey Jacket pretty well worn, a Castor hat, and is bare legged: Whoever takes up the said Runaway or secures him in any Goal, so that his master may have him again, shall have Forty Shillings Reward, and all Reasonable Charges paid by Peter Kemble."
"The New-York Gazette, Revived in The Weekly Post-Boy",287,7/18/1748,"Run away the 12th inst from Alexander Allaire of New Rochelle, two Negro boys, one aged 10, a tall slim fellow, his eyes look red— and speaks tolerable good English, had on a hat printed red, an Olive coloured coat, with close sleeves and a large pair of Coarse Trowsers. The other, aged about 16 or 17, a short thick set fellow, with a blue ragged jacket, coarse Trowsers and speaks but bad English. Whoever secures the said Negroes shall be well rewarded for their Pains by Alexander Allaire."
"The New-York Gazette, Revived in The Weekly Post-Boy",294,9/5/1748,"Run away from Adam Allen of Kinderhook, the 21st of August last, a Negro Man named Hannibal, aged about twenty five years, is a square, well-set fellow, 5 and a half feet high and much pock-marked, especially about the nose, has a scar above his right eye. It is uncertain what cloathes he has on. Whoever takes up said negro, and secures him so that his Master may have him again, shall have Three Pounds reward, and reasonable charges paid by Adam Van Allen."
"The New-York Gazette, Revived in The Weekly Post-Boy",301,10/24/1748,"Run away from the subscriber about a fortnight ago, a Negro Man Jack, 5 feet 8 inches, speaks hoarse and was Drummer aboard the Ship Brave-Hawk. Had on when he went away a light-coloured jacket, double breasted, a speckled shirt striped Holland trowsers, new Worsted Cap, an old Felt Hat and Shoes and Stockings. Whoever takes up and secures said negroe, so that his Master may have him again, shall have Forty Shillings Reward, and all Reasonable Charges paid by Joseph Haynes."
"The New-York Gazette, Revived in The Weekly Post-Boy",302,10/31/1748,"Run away about 3 weeks ago from Emanuel Cocker of Newark in East-New Jersey, a Negro Man named Charles, aged about 35 years, and speaks broken English: Had on when he went away a red Jacket with white Metal Buttons, an old Felt Hat, a new Tow Shirt and old trowsers. Whoever takes up and secures the said Negroe, so that his master may have him again, shall have Three Pounds Reward, and all reasonable charges paid by Emanuel Cocker."
"The New-York Gazette, Revived in The Weekly Post-Boy",304,11/14/1748,"Run away from John Pell of the Mannor of Pelham, a Negro wench named Bell, a boy named Janneau, a girl named Tamar, another named Dianah, another named Isabel, also a Negro Man named Lewis. Whoever will take up said Negroes, and bring them to John Pell aforesaid, shall have Five Pounds Reward, and all reasonable charges, paid by John Pell."
"The New-York Gazette, Revived in The Weekly Post-Boy",305,11/21/1748,"Run away from Luykas John Wyngard of this city, merchant, a certain Negro Man, Simon, of a middle-stature, a slender spry fellow, has a handsome smooth Face, and thick Legs, speaks very good English. Had on when he went away a blue Cloth Great Coat. Whoever takes up the said Negro, and brings him to his Master, or to Mr. John Livingston, at New-York, shall receive Three Pounds, NewYork Money, and all reasonable Costs and Charges, paid by John Livingston."
"The New-York Gazette, Revived in The Weekly Post-Boy",307,12/5/1748,"Run away on the first of November last from John Tuthill of the Oyster Ponds at the East End of Long Island, a Mollatto man slave named Toney, 19, had on when he went away a Felt Hat, a brown Camblet coat, a red Jacket and speckled Trowsers. Also seen in company with him, an Indian man named Jack, belonging to John Petty of the same place, aged 18, had his hair cut off. Had on when he went away an old Beaver hat, a lightish colour’d close-bodied Coat, a red jacket, leather breeches and speckled trowsers. Whoever takes up the said Toney, and sends him to his said Master, or to Obadiah Wells in New-York, shall have Forty Shillings as a Reward, and Twenty Shillings for doing the same with the said Jack, and all reasonable Charges paid by John Tuthill, John Petty, or Obadiah Wells."
"The New-York Gazette, Revived in The Weekly Post-Boy",328,5/1/1749,"Run away from Samuel Moore and Francis Bloodgood of Woodbridge, in New-Jersey, two Negro Men; one of which is a lusty young black fellow named Mando, aged about 20 Years; the other a yellow Madagascar Fellow named Tom, about 40 Years, of a Middle size, well set, and can read: We hear he has got a sort of an Indenture with him under the Pretence of being free. Whoever takes up the said Negroes, or either of them and secures them, so that his or their Masters may have him or them again, shall have Three Pounds Reward for each of them and all reasonable charges paid by us. Samuel Moore. Francis Bloodgood. N.B. ’tis thought they are gone toward Albany and that there is another Fellow in company with them belonging to Samuel Nevill, short and well-set, half Negro and Half Indian, near 30 Years old."
